CHR	start	end	geneSymbol	ENSEMBLE_ID
8.0	53446595.0	53478021.0	ALKAL1	ENST00000358543
8.0	53535016.0	53627026.0	RB1CC1	ENST00000025008
8.0	53852466.0	53853454.0	NPBWR1	ENST00000331251
8.0	54138274.0	54164194.0	OPRK1	ENST00000265572
8.0	54628101.0	54755871.0	ATP6V1H	ENST00000355221
8.0	54628101.0	54755602.0	ATP6V1H	ENST00000396774
8.0	54628101.0	54752521.0	ATP6V1H	ENST00000520188
8.0	54764366.0	54871863.0	RGS20	ENST00000297313
8.0	54793440.0	54871863.0	RGS20	ENST00000276500
8.0	54793440.0	54871863.0	RGS20	ENST00000522225
8.0	54879114.0	54935008.0	TCEA1	ENST00000396401
8.0	54879114.0	54935008.0	TCEA1	ENST00000521604
8.0	54958936.0	55014577.0	LYPLA1	ENST00000316963
8.0	54967011.0	55014577.0	LYPLA1	ENST00000517297
8.0	55047779.0	55061074.0	MRPL15	ENST00000260102
8.0	55370493.0	55373456.0	SOX17	ENST00000297316
8.0	55528625.0	55682531.0	RP1	ENST00000220676
8.0	56015015.0	56438710.0	XKR4	ENST00000327381
8.0	56651318.0	56685885.0	TMEM68	ENST00000334667
8.0	56651318.0	56675587.0	TMEM68	ENST00000434581
8.0	56673330.0	56685885.0	TMEM68	ENST00000521229
8.0	56685789.0	56738005.0	TGS1	ENST00000260129
8.0	56792384.0	56925006.0	LYN	ENST00000520220
8.0	56980737.0	56987140.0	RPS20	ENST00000519807
8.0	56985366.0	56987140.0	RPS20	ENST00000009589
8.0	57025499.0	57026541.0	MOS	ENST00000311923
8.0	57073466.0	57123859.0	PLAG1	ENST00000316981
8.0	57124313.0	57131176.0	CHCHD7	ENST00000303759
8.0	57124313.0	57131176.0	CHCHD7	ENST00000518801
8.0	57212568.0	57233241.0	SDR16C5	ENST00000396721
8.0	57353511.0	57359282.0	PENK	ENST00000314922
8.0	57357802.0	57359282.0	PENK	ENST00000518770
8.0	57870486.0	57906430.0	BPNT2	ENST00000262644
8.0	58907111.0	59062277.0	FAM110B	ENST00000361488
8.0	59323821.0	59364060.0	UBXN2B	ENST00000399598
8.0	59402735.0	59412720.0	CYP7A1	ENST00000301645
8.0	59465726.0	59495419.0	SDCBP	ENST00000260130
8.0	59465726.0	59495419.0	SDCBP	ENST00000523483
8.0	59496062.0	59572404.0	NSMAF	ENST00000038176
8.0	59717975.0	60031767.0	TOX	ENST00000361421
8.0	61101421.0	61193954.0	CA8	ENST00000317995
8.0	61120628.0	61193954.0	CA8	ENST00000524872
8.0	61177379.0	61193954.0	CA8	ENST00000529918
8.0	61429467.0	61536203.0	RAB2A	ENST00000262646
8.0	61591322.0	61780586.0	CHD7	ENST00000423902
8.0	61728944.0	61737973.0	CHD7	ENST00000525508
8.0	61878678.0	61880307.0	AC022182.3	ENST00000525556
8.0	62200523.0	62414204.0	CLVS1	ENST00000325897
8.0	62200523.0	62290934.0	CLVS1	ENST00000521189
8.0	62413113.0	62627199.0	ASPH	ENST00000541428
8.0	62475301.0	62627199.0	ASPH	ENST00000379454
8.0	62536267.0	62627199.0	ASPH	ENST00000356457
8.0	62536267.0	62602408.0	ASPH	ENST00000517903
8.0	62575375.0	62602408.0	ASPH	ENST00000389204
8.0	62587817.0	62627199.0	ASPH	ENST00000379449
8.0	63161499.0	63903628.0	NKAIN3	ENST00000523211
8.0	63927637.0	63951610.0	GGH	ENST00000260118
8.0	63972046.0	63998612.0	TTPA	ENST00000260116
8.0	64081110.0	64125346.0	YTHDF3	ENST00000521674
8.0	64081560.0	64125346.0	YTHDF3	ENST00000524135
8.0	65285773.0	65291386.0	MIR124-2HG	ENST00000520799
8.0	65492793.0	65496191.0	BHLHE22	ENST00000321870
8.0	65508527.0	65711348.0	CYP7B1	ENST00000310193
8.0	66514689.0	66546452.0	ARMC1	ENST00000276569
8.0	66556886.0	66622798.0	MTFR1	ENST00000262146
8.0	66556886.0	66620573.0	MTFR1	ENST00000424808
8.0	66582106.0	66622798.0	MTFR1	ENST00000458689
8.0	66626567.0	66753969.0	PDE7A	ENST00000401827
8.0	66634050.0	66753969.0	PDE7A	ENST00000396642
8.0	66933789.0	67012755.0	DNAJC5B	ENST00000276570
8.0	67039276.0	67087718.0	TRIM55	ENST00000315962
8.0	67039276.0	67087718.0	TRIM55	ENST00000353317
8.0	67088610.0	67090846.0	CRH	ENST00000276571
8.0	67331820.0	67341212.0	RRS1-AS1	ENST00000499642
8.0	67341261.0	67342968.0	RRS1	ENST00000320270
8.0	67344716.0	67381044.0	ADHFE1	ENST00000396623
8.0	67405489.0	67430759.0	VXN	ENST00000305454
8.0	67422322.0	67430759.0	VXN	ENST00000460144
8.0	67474408.0	67525480.0	MYBL1	ENST00000522677
8.0	67542486.0	67579452.0	VCPIP1	ENST00000310421
8.0	67579785.0	67593377.0	C8orf44	ENST00000519561
8.0	67579785.0	67774257.0	SGK3	ENST00000345714
8.0	67588452.0	67593377.0	C8orf44	ENST00000390159
8.0	67679630.0	67680240.0	PTTG3P	ENST00000391687
8.0	67687414.0	67774257.0	SGK3	ENST00000396596
8.0	67782982.0	67814014.0	MCMDC2	ENST00000396592
8.0	67782982.0	67834283.0	MCMDC2	ENST00000422365
8.0	67782982.0	67796854.0	MCMDC2	ENST00000492775
8.0	67783735.0	67817599.0	MCMDC2	ENST00000313616
8.0	67858734.0	67874825.0	TCF24	ENST00000563496
8.0	67900365.0	67940786.0	PPP1R42	ENST00000324682
8.0	67955313.0	67974562.0	COPS5	ENST00000357849
8.0	67955313.0	67974571.0	COPS5	ENST00000521509
8.0	67976601.0	68108849.0	CSPP1	ENST00000262210
8.0	67976601.0	68070831.0	CSPP1	ENST00000519163
8.0	68085745.0	68179677.0	ARFGEF1	ENST00000520381
8.0	68109882.0	68255912.0	ARFGEF1	ENST00000262215
8.0	68109907.0	68114040.0	ARFGEF1	ENST00000518290
8.0	68334403.0	68658620.0	CPA6	ENST00000297769
8.0	68334403.0	68658620.0	CPA6	ENST00000297770
8.0	68395515.0	68658620.0	CPA6	ENST00000518549
8.0	68864601.0	69143897.0	PREX2	ENST00000288368
8.0	68864601.0	69023324.0	PREX2	ENST00000517617
8.0	68864601.0	69017654.0	PREX2	ENST00000529398
8.0	69215701.0	69243726.0	C8orf34-AS1	ENST00000512294
8.0	69242955.0	69448062.0	C8orf34	ENST00000348340
8.0	69242955.0	69731258.0	C8orf34	ENST00000518698
8.0	69242955.0	69360245.0	C8orf34	ENST00000523686
8.0	69350146.0	69731258.0	C8orf34	ENST00000337103
8.0	70378857.0	70573147.0	SULF1	ENST00000260128
8.0	70378857.0	70573147.0	SULF1	ENST00000458141
8.0	70584566.0	70747299.0	SLCO5A1	ENST00000260126
8.0	70584566.0	70745625.0	SLCO5A1	ENST00000524945
8.0	70617125.0	70746244.0	SLCO5A1	ENST00000532388
8.0	70963884.0	70983562.0	PRDM14	ENST00000276594
8.0	71024265.0	71316020.0	NCOA2	ENST00000452400
8.0	71485451.0	71520694.0	TRAM1	ENST00000262213
8.0	71520810.0	71575513.0	LACTB2-AS1	ENST00000499227
8.0	71549499.0	71581447.0	LACTB2	ENST00000276590
8.0	71581598.0	71648177.0	XKR9	ENST00000408926
8.0	72109666.0	72274467.0	EYA1	ENST00000340726
8.0	72109666.0	72268979.0	EYA1	ENST00000388740
8.0	72109666.0	72268979.0	EYA1	ENST00000388742
8.0	72753775.0	72756731.0	MSC	ENST00000325509
8.0	72933484.0	72987819.0	TRPA1	ENST00000262209
8.0	73449624.0	73850584.0	KCNB2	ENST00000523207
8.0	73921095.0	73959987.0	TERF1	ENST00000276602
8.0	73976776.0	74005507.0	SBSPON	ENST00000297354
8.0	74202872.0	74205869.0	RPL7	ENST00000352983
8.0	74206835.0	74237520.0	RDH10	ENST00000240285
8.0	74332307.0	74353753.0	STAU2-AS1	ENST00000517604
8.0	74332602.0	74659162.0	STAU2	ENST00000524300
8.0	74461835.0	74659162.0	STAU2	ENST00000355780
8.0	74461835.0	74650584.0	STAU2	ENST00000519961
8.0	74461835.0	74659943.0	STAU2	ENST00000521727
8.0	74464245.0	74659943.0	STAU2	ENST00000522509
8.0	74564500.0	74659162.0	STAU2	ENST00000524104
8.0	74692330.0	74791145.0	UBE2W	ENST00000453587
8.0	74698453.0	74791145.0	UBE2W	ENST00000517608
8.0	74857371.0	74884522.0	ELOC	ENST00000518127
8.0	74888375.0	74895018.0	TMEM70	ENST00000312184
8.0	74903562.0	74941307.0	LY96	ENST00000284818
8.0	75146937.0	75233562.0	JPH1	ENST00000342232
8.0	75262616.0	75279335.0	GDAP1	ENST00000220822
8.0	75736770.0	75767264.0	PI15	ENST00000260113
8.0	75896706.0	75946793.0	CRISPLD1	ENST00000262207
8.0	76320181.0	76459916.0	HNF4G	ENST00000354370
8.0	76320269.0	76479061.0	HNF4G	ENST00000396423
8.0	77593513.0	77620493.0	ZFHX4	ENST00000458716
8.0	77593513.0	77779521.0	ZFHX4	ENST00000521891
8.0	77616276.0	77768544.0	ZFHX4	ENST00000050961
8.0	77892492.0	77912524.0	PEX2	ENST00000357039
8.0	77892492.0	77913280.0	PEX2	ENST00000419564
8.0	79428334.0	79517502.0	PKIA	ENST00000396418
8.0	79578280.0	79631997.0	ZC2HC1A	ENST00000263849
8.0	79645005.0	79717758.0	IL7	ENST00000263851
8.0	80523047.0	80578410.0	STMN2	ENST00000220876
8.0	80676243.0	80680098.0	HEY1	ENST00000337919
8.0	80676243.0	80680098.0	HEY1	ENST00000354724
8.0	80831093.0	80942506.0	MRPS28	ENST00000276585
8.0	80947103.0	81083836.0	TPD52	ENST00000379096
8.0	81397852.0	81438500.0	ZBTB10	ENST00000430430
8.0	81540684.0	81787016.0	ZNF704	ENST00000327835
8.0	81880044.0	82024303.0	PAG1	ENST00000220597
8.0	82192716.0	82197012.0	FABP5	ENST00000297258
8.0	82352562.0	82359719.0	PMP2	ENST00000256103
8.0	82370616.0	82373758.0	FABP9	ENST00000379071
8.0	82390730.0	82395473.0	FABP4	ENST00000256104
8.0	82437279.0	82443550.0	FABP12	ENST00000360464
8.0	82569149.0	82598589.0	IMPA1	ENST00000256108
8.0	82605889.0	82607207.0	SLC10A5	ENST00000518568
8.0	82613564.0	82633539.0	ZFAND1	ENST00000524305
8.0	82615147.0	82633539.0	ZFAND1	ENST00000519523
8.0	82644686.0	82671748.0	CHMP4C	ENST00000297265
8.0	82711816.0	82754521.0	SNX16	ENST00000396330
8.0	85095451.0	85834078.0	RALYL	ENST00000522455
8.0	85095584.0	85834078.0	RALYL	ENST00000518566
8.0	85095584.0	85834078.0	RALYL	ENST00000521268
8.0	85097098.0	85834078.0	RALYL	ENST00000517638
8.0	85618160.0	85834078.0	RALYL	ENST00000523850
8.0	86019321.0	86058314.0	LRRCC1	ENST00000360375
8.0	86020895.0	86058314.0	LRRCC1	ENST00000414626
8.0	86089617.0	86126753.0	E2F5	ENST00000256117
8.0	86089617.0	86126753.0	E2F5	ENST00000418930
8.0	86099908.0	86126753.0	E2F5	ENST00000521429
8.0	86126286.0	86132643.0	RBIS	ENST00000417663
8.0	86157714.0	86196302.0	CA13	ENST00000321764
8.0	86240456.0	86290342.0	CA1	ENST00000431316
8.0	86240456.0	86253943.0	CA1	ENST00000432364
8.0	86240456.0	86290342.0	CA1	ENST00000523953
8.0	86240456.0	86290342.0	CA1	ENST00000542576
8.0	86351054.0	86361267.0	CA3	ENST00000285381
8.0	86376129.0	86393721.0	CA2	ENST00000285379
8.0	86566826.0	86567905.0	REXO1L2P	ENST00000608646
8.0	86568693.0	86575726.0	REXO1L1	ENST00000379010
8.0	86756682.0	86757761.0	REXO1L2P	ENST00000540724
8.0	87060689.0	87081851.0	PSKH2	ENST00000276616
8.0	87111137.0	87166454.0	ATP6V0D2	ENST00000285393
8.0	87226286.0	87242609.0	SLC7A13	ENST00000297524
8.0	87354992.0	87480178.0	WWP1	ENST00000517970
8.0	87392953.0	87460726.0	WWP1	ENST00000518683
8.0	87484576.0	87521009.0	RMDN1	ENST00000406452
8.0	87526654.0	87573726.0	CPNE3	ENST00000521271
8.0	87559532.0	87573726.0	CPNE3	ENST00000517490
8.0	87586161.0	87755903.0	CNGB3	ENST00000320005
8.0	87878674.0	88394955.0	CNBD1	ENST00000518476
8.0	88882969.0	88886296.0	DCAF4L2	ENST00000319675
8.0	89049458.0	89339717.0	MMP16	ENST00000286614
8.0	90769973.0	90803292.0	RIPK2	ENST00000220751
8.0	90914094.0	90940095.0	OSGIN2	ENST00000297438
8.0	90914760.0	90940095.0	OSGIN2	ENST00000451899
8.0	90945562.0	90996899.0	NBN	ENST00000265433
8.0	90945562.0	90996899.0	NBN	ENST00000396252
8.0	91013578.0	91064227.0	DECR1	ENST00000220764
8.0	91013578.0	91064227.0	DECR1	ENST00000522161
8.0	91070836.0	91095107.0	CALB1	ENST00000265431
8.0	91634221.0	91658133.0	TMEM64	ENST00000418210
8.0	91634221.0	91803859.0	TMEM64	ENST00000458549
8.0	91803919.0	91971630.0	NECAB1	ENST00000417640
8.0	91970704.0	91997485.0	C8orf88	ENST00000517562
8.0	92006500.0	92053203.0	PIP4P2	ENST00000285419
8.0	92082422.0	92099323.0	OTUD6B	ENST00000285420
8.0	92114845.0	92231464.0	LRRC69	ENST00000520099
8.0	92221720.0	92410378.0	SLC26A7	ENST00000276609
8.0	92261514.0	92406946.0	SLC26A7	ENST00000309536
8.0	92967193.0	93115454.0	RUNX1T1	ENST00000523629
8.0	93016648.0	93029908.0	RUNX1T1	ENST00000521553
8.0	93023001.0	93029908.0	RUNX1T1	ENST00000422361
8.0	93725188.0	93798288.0	FLJ46284	ENST00000504861
8.0	93895756.0	94029901.0	TRIQK	ENST00000521988
8.0	94146322.0	94179079.0	C8orf87	ENST00000521906
8.0	94712771.0	94740671.0	CIBAR1	ENST00000452913
8.0	94712771.0	94740671.0	CIBAR1	ENST00000518322
8.0	94721989.0	94740671.0	CIBAR1	ENST00000517718
8.0	94743729.0	94753224.0	RBM12B	ENST00000399300
8.0	94767070.0	94830347.0	TMEM67	ENST00000453321
8.0	94767070.0	94822199.0	TMEM67	ENST00000474944
8.0	94767070.0	94771695.0	TMEM67	ENST00000475305
8.0	94767070.0	94769330.0	TMEM67	ENST00000481620
8.0	94929081.0	94938296.0	PDP1	ENST00000297598
8.0	94929173.0	94938296.0	PDP1	ENST00000396200
8.0	95139392.0	95229531.0	CDH17	ENST00000027335
8.0	95261483.0	95274547.0	GEM	ENST00000297596
8.0	95261483.0	95274547.0	GEM	ENST00000396194
8.0	95384186.0	95487343.0	RAD54B	ENST00000336148
8.0	95439938.0	95487343.0	FSBP	ENST00000297592
8.0	95500003.0	95565746.0	VIRMA	ENST00000297591
8.0	95523204.0	95565746.0	VIRMA	ENST00000421249
8.0	95649511.0	95651695.0	LINC02894	ENST00000562760
8.0	95653362.0	95719694.0	ESRP1	ENST00000358397
8.0	95653362.0	95719694.0	ESRP1	ENST00000423620
8.0	95653362.0	95719694.0	ESRP1	ENST00000433389
8.0	95732101.0	95806076.0	DPY19L4	ENST00000414645
8.0	95746856.0	95757312.0	DPY19L4	ENST00000519176
8.0	95835516.0	95872524.0	INTS8	ENST00000523321
8.0	95835516.0	95892721.0	INTS8	ENST00000523731
8.0	95892451.0	95907482.0	CCNE2	ENST00000308108
8.0	95893970.0	95907482.0	CCNE2	ENST00000396133
8.0	95938198.0	95961615.0	TP53INP1	ENST00000342697
8.0	95938198.0	95961615.0	TP53INP1	ENST00000448464
8.0	95970234.0	96070944.0	NDUFAF6	ENST00000396111
8.0	96037212.0	96070944.0	NDUFAF6	ENST00000396124
8.0	96145947.0	96168913.0	PLEKHF2	ENST00000315367
8.0	96257139.0	96281462.0	C8orf37	ENST00000286688
8.0	96281062.0	96822371.0	C8orf37-AS1	ENST00000517437
8.0	97154556.0	97173020.0	GDF6	ENST00000287020
8.0	97238902.0	97247862.0	UQCRB	ENST00000287022
8.0	97251643.0	97269503.0	MTERF3	ENST00000522822
8.0	97251643.0	97273796.0	MTERF3	ENST00000523821
8.0	97274165.0	97346774.0	PTDSS1	ENST00000455950
8.0	97274165.0	97346774.0	PTDSS1	ENST00000517309
8.0	97505880.0	97624037.0	SDC2	ENST00000302190
8.0	97657497.0	98155722.0	CPQ	ENST00000220763
8.0	98285712.0	98290176.0	TSPYL5	ENST00000322128
8.0	98656405.0	98742488.0	MTDH	ENST00000336273
8.0	98787807.0	98864830.0	LAPTM4B	ENST00000445593
8.0	98881309.0	99048946.0	MATN2	ENST00000254898
8.0	98881309.0	99016514.0	MATN2	ENST00000523490
8.0	98900203.0	99045887.0	MATN2	ENST00000520016
8.0	99037077.0	99057818.0	RPL30	ENST00000518164
8.0	99053936.0	99057818.0	RPL30	ENST00000287038
8.0	99076748.0	99105838.0	ERICH5	ENST00000318528
8.0	99076748.0	99105838.0	ERICH5	ENST00000545282
8.0	99114565.0	99129418.0	RIDA	ENST00000254878
8.0	99129519.0	99172069.0	POP1	ENST00000401707
8.0	99204385.0	99306621.0	NIPAL2	ENST00000341166
8.0	99204385.0	99263982.0	NIPAL2	ENST00000430223
8.0	99439248.0	99443023.0	KCNS2	ENST00000287042
8.0	99466857.0	99837909.0	STK3	ENST00000419617
8.0	99466857.0	99954799.0	STK3	ENST00000523601
8.0	99956629.0	99964326.0	OSR2	ENST00000297565
8.0	99956629.0	99963250.0	OSR2	ENST00000523368
8.0	100025492.0	100222015.0	VPS13B	ENST00000355155
8.0	100025492.0	100889814.0	VPS13B	ENST00000357162
8.0	100025492.0	100889814.0	VPS13B	ENST00000358544
8.0	100025492.0	100133987.0	VPS13B	ENST00000441350
8.0	100025492.0	100523740.0	VPS13B	ENST00000496144
8.0	100890221.0	100906242.0	COX6C	ENST00000520468
8.0	100973274.0	101118344.0	RGS22	ENST00000360863
8.0	100973274.0	101054195.0	RGS22	ENST00000517769
8.0	100973274.0	101117847.0	RGS22	ENST00000523287
8.0	101050746.0	101092583.0	RGS22	ENST00000520923
8.0	101145586.0	101158099.0	FBXO43	ENST00000517806
8.0	101149119.0	101158099.0	FBXO43	ENST00000520987
8.0	101162837.0	101166230.0	POLR2K	ENST00000353107
8.0	101170261.0	101254132.0	SPAG1	ENST00000251809
8.0	101170261.0	101206908.0	SPAG1	ENST00000520643
8.0	101170561.0	101254132.0	SPAG1	ENST00000388798
8.0	101269286.0	101322379.0	RNF19A	ENST00000341084
8.0	101269286.0	101315487.0	RNF19A	ENST00000519449
8.0	101521978.0	101572014.0	ANKRD46	ENST00000520552
8.0	101532998.0	101572014.0	ANKRD46	ENST00000519597
8.0	101532998.0	101571939.0	ANKRD46	ENST00000520311
8.0	101585110.0	101661893.0	SNX31	ENST00000311812
8.0	101715142.0	101734315.0	PABPC1	ENST00000318607
8.0	101930802.0	101965623.0	YWHAZ	ENST00000395957
8.0	101930802.0	101964357.0	YWHAZ	ENST00000395958
8.0	101930802.0	101965221.0	YWHAZ	ENST00000457309
8.0	102209264.0	102218292.0	ZNF706	ENST00000311212
8.0	102381119.0	102381823.0	NACAP1	ENST00000519039
8.0	102504666.0	102681952.0	GRHL2	ENST00000251808
8.0	102504666.0	102556298.0	GRHL2	ENST00000472106
8.0	102698768.0	103136562.0	NCALD	ENST00000311028
8.0	102698768.0	103137135.0	NCALD	ENST00000395923
8.0	103216727.0	103251346.0	RRM2B	ENST00000251810
8.0	103264500.0	103424917.0	UBR5	ENST00000520539
8.0	103563846.0	103573245.0	ODF1	ENST00000285402
8.0	103661003.0	103667983.0	KLF10	ENST00000285407
8.0	103661003.0	103666168.0	KLF10	ENST00000395884
8.0	103838534.0	103876397.0	AZIN1	ENST00000337198
8.0	104033246.0	104085285.0	ATP6V1C1	ENST00000395862
8.0	104145189.0	104153570.0	BAALC-AS2	ENST00000436771
8.0	104152919.0	104242533.0	BAALC	ENST00000309982
8.0	104310659.0	104345094.0	FZD6	ENST00000522566
8.0	104311057.0	104345094.0	FZD6	ENST00000358755
8.0	104383741.0	104395232.0	CTHRC1	ENST00000330295
8.0	104383741.0	104388664.0	CTHRC1	ENST00000415886
8.0	104384659.0	104395232.0	CTHRC1	ENST00000520337
8.0	104410864.0	104427563.0	SLC25A32	ENST00000297578
8.0	104426940.0	104455680.0	DCAF13	ENST00000297579
8.0	104512974.0	105266656.0	RIMS2	ENST00000507740
8.0	104831414.0	105263391.0	RIMS2	ENST00000408894
8.0	104924279.0	104988481.0	RIMS2	ENST00000507677
8.0	104927721.0	104934236.0	RIMS2	ENST00000511046
8.0	104927721.0	104930881.0	RIMS2	ENST00000512598
8.0	105352022.0	105368917.0	DCSTAMP	ENST00000297581
8.0	105391650.0	105479277.0	DPYS	ENST00000351513
8.0	105392739.0	105431082.0	DPYS	ENST00000520483
8.0	105501457.0	105601252.0	LRP12	ENST00000276654
8.0	105501457.0	105601252.0	LRP12	ENST00000424843
8.0	105501457.0	105508370.0	LRP12	ENST00000518375
8.0	105516481.0	105601252.0	LRP12	ENST00000519675
8.0	106331145.0	106816767.0	ZFPM2	ENST00000407775
8.0	107282404.0	107764921.0	OXR1	ENST00000445937
8.0	107460150.0	107764921.0	OXR1	ENST00000517566
8.0	107630352.0	107719918.0	OXR1	ENST00000497705
8.0	107670034.0	107764921.0	OXR1	ENST00000312046
8.0	107738333.0	107764921.0	OXR1	ENST00000449762
8.0	107771709.0	107782472.0	ABRA	ENST00000311955
8.0	108261708.0	108510254.0	ANGPT1	ENST00000297450
8.0	108261708.0	108348743.0	ANGPT1	ENST00000517746
8.0	108296231.0	108334356.0	ANGPT1	ENST00000521950
8.0	108911542.0	109095913.0	RSPO2	ENST00000276659
8.0	108911542.0	109095431.0	RSPO2	ENST00000517781
8.0	108911542.0	109094167.0	RSPO2	ENST00000517939
8.0	109213970.0	109260959.0	EIF3E	ENST00000220849
8.0	109213970.0	109255062.0	EIF3E	ENST00000521614
8.0	109246511.0	109260959.0	EIF3E	ENST00000518442
8.0	109455851.0	109499136.0	EMC2	ENST00000220853
8.0	109795344.0	109799770.0	TMEM74	ENST00000297459
8.0	110099651.0	110131812.0	TRHR	ENST00000311762
8.0	110253146.0	110346350.0	NUDCD1	ENST00000239690
8.0	110287579.0	110342162.0	NUDCD1	ENST00000427660
8.0	110346550.0	110358189.0	ENY2	ENST00000521688
8.0	110374704.0	110543500.0	PKHD1L1	ENST00000378402
8.0	110551927.0	110577391.0	EBAG9	ENST00000395785
8.0	110552308.0	110577391.0	EBAG9	ENST00000337573
8.0	110586403.0	110657051.0	SYBU	ENST00000276646
8.0	110586403.0	110655419.0	SYBU	ENST00000399066
8.0	110586403.0	110693234.0	SYBU	ENST00000408889
8.0	110586403.0	110661132.0	SYBU	ENST00000408908
8.0	110586403.0	110704020.0	SYBU	ENST00000419099
8.0	110586403.0	110704020.0	SYBU	ENST00000422135
8.0	110586403.0	110693234.0	SYBU	ENST00000424158
8.0	110586403.0	110661132.0	SYBU	ENST00000433638
8.0	110586403.0	110657822.0	SYBU	ENST00000440310
8.0	110586403.0	110592766.0	SYBU	ENST00000529175
8.0	110586403.0	110620221.0	SYBU	ENST00000532779
8.0	110656342.0	110660313.0	RP11-422N16.3	ENST00000499579
8.0	110979231.0	110988076.0	KCNV1	ENST00000524391
8.0	113235157.0	114449242.0	CSMD3	ENST00000297405
8.0	113235157.0	114389382.0	CSMD3	ENST00000343508
8.0	113322452.0	113349960.0	CSMD3	ENST00000492692
8.0	114031003.0	114449242.0	CSMD3	ENST00000497026
8.0	114321445.0	114449242.0	CSMD3	ENST00000493303
8.0	116420722.0	116681228.0	TRPS1	ENST00000395715
8.0	117657053.0	117778494.0	EIF3H	ENST00000276682
8.0	117657053.0	117768062.0	EIF3H	ENST00000521861
8.0	117670486.0	117768062.0	EIF3H	ENST00000518034
8.0	117778740.0	117786921.0	UTP23	ENST00000309822
8.0	117858171.0	117887105.0	RAD21	ENST00000297338
8.0	117886661.0	117889107.0	RAD21-AS1	ENST00000521487
8.0	117950462.0	117956239.0	AARD	ENST00000378279
8.0	117962510.0	118188953.0	SLC30A8	ENST00000427715
8.0	118532963.0	118552501.0	MED30	ENST00000297347
8.0	118811600.0	119124058.0	EXT1	ENST00000378204
8.0	119201693.0	119634184.0	SAMD12	ENST00000409003
8.0	119390225.0	119634184.0	SAMD12	ENST00000314727
8.0	119935794.0	119964383.0	TNFRSF11B	ENST00000297350
8.0	120079422.0	120119202.0	COLEC10	ENST00000332843
8.0	120220608.0	120257914.0	MAL2	ENST00000521748
8.0	120428550.0	120436678.0	CCN3	ENST00000259526
8.0	120569315.0	120651106.0	ENPP2	ENST00000259486
8.0	120569315.0	120596289.0	ENPP2	ENST00000427067
8.0	120743012.0	120845074.0	TAF2	ENST00000378164
8.0	120846179.0	120868170.0	DSCC1	ENST00000313655
8.0	120885898.0	121063157.0	DEPTOR	ENST00000286234
8.0	121137345.0	121384273.0	COL14A1	ENST00000297848
8.0	121209028.0	121228729.0	COL14A1	ENST00000247781
8.0	121209028.0	121279231.0	COL14A1	ENST00000432943
8.0	121282272.0	121383155.0	COL14A1	ENST00000309791
8.0	121408081.0	121457647.0	MRPL13	ENST00000306185
8.0	121457636.0	121535875.0	MTBP	ENST00000305949
8.0	121457636.0	121465069.0	MTBP	ENST00000522308
8.0	121547983.0	121824309.0	SNTB1	ENST00000395601
8.0	121582498.0	121824309.0	SNTB1	ENST00000519177
8.0	122625269.0	122653630.0	HAS2	ENST00000303924
8.0	123793899.0	123986755.0	ZHX2	ENST00000314393
8.0	124025402.0	124054663.0	DERL1	ENST00000259512
8.0	124026387.0	124054663.0	DERL1	ENST00000524119
8.0	124084918.0	124164392.0	TBC1D31	ENST00000287380
8.0	124084918.0	124164392.0	TBC1D31	ENST00000309336
8.0	124084918.0	124113325.0	TBC1D31	ENST00000518099
8.0	124138294.0	124164392.0	TBC1D31	ENST00000521676
8.0	124191285.0	124222318.0	FAM83A	ENST00000518448
8.0	124232194.0	124253638.0	C8orf76	ENST00000276704
8.0	124238427.0	124286727.0	ZHX1-C8orf76	ENST00000357082
8.0	124260688.0	124287781.0	ZHX1	ENST00000395571
8.0	124265563.0	124268186.0	ZHX1	ENST00000602651
8.0	124332089.0	124408705.0	ATAD2	ENST00000287394
8.0	124356757.0	124408705.0	ATAD2	ENST00000521496
8.0	124428963.0	124454260.0	NTAQ1	ENST00000287387
8.0	124429043.0	124454260.0	NTAQ1	ENST00000523984
8.0	124510125.0	124553493.0	FBXO32	ENST00000517956
8.0	124657913.0	124665190.0	KLHL38	ENST00000325995
8.0	124693032.0	124749647.0	ANXA13	ENST00000262219
8.0	124693032.0	124749647.0	ANXA13	ENST00000419625
8.0	124780880.0	124827690.0	FAM91A1	ENST00000334705
8.0	124780880.0	124822719.0	FAM91A1	ENST00000521166
8.0	124864225.0	125132302.0	FER1L6	ENST00000522917
8.0	125323157.0	125384940.0	TMEM65	ENST00000297632
8.0	125463046.0	125465266.0	TRMT12	ENST00000328599
8.0	125487006.0	125500859.0	RNF139	ENST00000303545
8.0	125500733.0	125551329.0	TATDN1	ENST00000523214
8.0	125551341.0	125562227.0	NDUFB9	ENST00000276689
8.0	125551341.0	125580751.0	NDUFB9	ENST00000522532
8.0	125563026.0	125740730.0	MTSS1	ENST00000354184
8.0	125563026.0	125581062.0	MTSS1	ENST00000378017
8.0	125563026.0	125740730.0	MTSS1	ENST00000518547
8.0	125563026.0	125568813.0	MTSS1	ENST00000520771
8.0	125985537.0	125991630.0	ZNF572	ENST00000319286
8.0	126010718.0	126034525.0	SQLE	ENST00000265896
8.0	126036501.0	126104061.0	WASHC5	ENST00000318410
8.0	126104081.0	126379367.0	NSMCE2	ENST00000287437
8.0	126442561.0	126450644.0	TRIB1	ENST00000311922
8.0	127564681.0	127570711.0	LRATD2	ENST00000304916
